ジョナサン	ふるえるぞハート
ジョナサン	ふるえるぞハート！ 燃えつきるほどヒ――――――ト！！
ジョナサン	人間は成長するのだ！してみせるッ！
ジョナサン	おまえの骨ひとつとて この世に残さん！
ジョナサン	なっ！何をするだァーッ！ゆるさんッ！
ジョナサン	たとえこの右手を失う事になろうとも 行かなくてはならない理由があるのです！
ジョナサン	屍生人(ゾンビ)になど
ジョナサン	誇りある我が名を教える必要なし！
ジョナサン	君がッ！泣くまで！殴るのをやめないッ！
ジョナサン	「策」ではないッ！「勇気」だ！！
ジョナサン	知らない子だが ぼくには戦う理由があるッ
ジョナサン	き…切れた。ぼくの体の中で何かが切れた…決定的な何かが
ジョナサン	君がッ 泣くまで 殴るのをやめないッ！
ウィル・Ａ・ツェペリ	「勇気」とは「怖さ」を知ることッ！ 「恐怖」を我が物とすることじゃあッ！
ウィル・Ａ・ツェペリ	パパウ パウパウ 波紋カッタ―――ッ！！
ウィル・Ａ・ツェペリ	人間讃歌は「勇気」の讃歌ッ！！人間のすばらしさは勇気のすばらしさ！！
ウィル・Ａ・ツェペリ	波紋エネルギーこそ「仙道」パワー！！
ウィル・Ａ・ツェペリ	呼吸をみだすのは「恐怖」！だが「恐怖」を支配した時！呼吸は規則正しくみだれないッ！波紋法の呼吸は「勇気」の産物！！
ウィル・Ａ・ツェペリ	命を賭して学ぶ理由がある！
ウィル・Ａ・ツェペリ	勇気だけでは「石仮面」の力には勝てんよォ───
ウィル・Ａ・ツェペリ	厳しい北風は気骨あるしたたかなバイキングを生んだのだ！
ウィル・Ａ・ツェペリ	ついに　ついに来たか　あの予言の時が これが運命なら　あるがまま受け入れよう！
ディオ	おれは人間をやめるぞ！ジョジョーーーーッ！！
ディオ	無駄 無駄 無駄 無駄ァーッ！
ディオ	貧弱！貧弱ゥ！
ディオ	ＵＵＵＲＲＲＲＹＹＹ！！
ディオ	おまえは今まで食ったパンの枚数をおぼえているのか？
ディオ	歩道が広いではないか・・・ 行け
ディオ	最高に｢ハイ！｣ってやつだアアアアア
ディオ	ロードローラーだッ！
ディオ	あるのはシンプルな たったひとつの思想だけだ・・・たったひとつ！『勝利して支配する』！
ディオ	どんな者だろうと人にはそれぞれその個性にあった 適材適所がある 王には王の・・・・・・ 料理人には料理人の・・・・・・それが生きるという事だ スタンドも同様 ｢強い｣｢弱い｣の概念はない
ディオ	ぼくは犬が嫌いだ！怖いんじゃあない　人間にへーこらする態度に虫酸が走るのだ！　あのダニーとかいう阿呆犬をぼくに近づけるなよな
ディオ	このままッ！！ 親指を！ こいつの！ 目の中に… つっこんで！ 殴りぬけるッ！
ディオ	このきたならしい阿呆がァーッ！！
ジョセフ	このオレに二度同じ手を使うことは すでに凡策なんだよ！
ジョセフ	人をバカにしたてめーの態度を 文字どおり打ち砕いてやるぜ！
ジョセフ	くよくよ考えてもしょうがないというのが オレの生き方の原点じゃあねーか・・・
ジョセフ	サンタナさん、さあ、ごいっしょに…さん…しー、ハッピー、うれピー、よろピくねー
ジョセフ	あ…あの女の目…養豚場の豚でも見るかのように冷たい目だ。
ジョセフ	残酷な目だ…“かわいそうだけど明日の朝にはお肉屋さんの店先に並ぶ運命なのね”って感じの！
ジョセフ	俺がどくのは道にウンコが落ちている時だけだぜ
ジョセフ	あのな…こーやって腕を組んで目を閉じる笑いは、勝利の笑いだぜ
ジョセフ	俺はこいつ（エシディシ）と戦ったからよく分かる…
ジョセフ	こいつは誇りを捨ててまで、何が何でも仲間のため生きようとした…赤石を手に入れようとした。
ジョセフ	畑にすてられ カビがはえて ハエもたからねーカボチャみてえにくさりきってやがるぜーーッ！！
ジョセフ	またまたやらせていただきましたァン！
ジョセフ	ジョセフ・ジョースターが闘いにおいて、貴様なんかとは年季が違うということを思い知らせてやる
ジョセフ	相手が勝ち誇ったとき、そいつはすでに敗北している
ジョセフ	だめだ…実力の差がはっきりしすぎている…これじゃあ…甲子園優勝チームに、バットも持ったことがない茶道部か何かが挑戦するようなもの…みじめ…すぎる…
ジョセフ	凄まじい殺気ってやつだッ！
ジョセフ	ケツの穴にツララを突っ込まれた気分だ…！
ジョセフ	山を登る時、ルートもわからん！頂上がどこにあるかもわからんでは遭難は確実なんじゃ！確実！そうコーラを飲んだらゲップが出るっていうくらい確実じゃッ！
ジョセフ	気づくのが遅いんだよアホレイツォ！
ジョセフ	わし…これから死ぬかも知れんから、その時は…君の母さんに…よろしく伝えといておくれよな…
ジョセフ	“正義”の輝きの中にあるという『黄金の精神』を…わしは仗助の中に見たよ…
承太郎	あまりなめた態度とるんじゃあねーぜ
承太郎	おれはやると言ったらやる男だぜ
承太郎	「無理」だと？この旅は無理なことばかりして来た旅だった・・・
承太郎	無理だとか無駄だとかいった言葉は聞きあきたし　おれたちには関係ねえ
承太郎	おめーの「スタンド」は被害者自身にも法律にも見えねえしわからねえ・・・
承太郎	オララララオラ裁くのは おれの『スタンド』だッ───！！
承太郎	おれのスタンドは脳の針を正確に抜き弾丸をつかむほど精密な動きと分析をする・・・・・・・・・・
承太郎	ああ　うそだぜ！だが・・・・・・・・・・マヌケは見つかったようだな
承太郎	それじゃあてめーは 地獄の底で寝ぼけな！！
承太郎	恐怖した動物は降伏のしるしとして自分のハラを見せるそうだが・・・・・・ゆるしてくれということか？
承太郎	しかしてめーはすでに動物としてのルールの領域をはみ出した・・・・・・だめだね
承太郎	つけの領収書だぜ
承太郎	おめえさっき「道」がないとかいってたなあ　ちがうね・・・・・・・・・・『道』というものは自分で切り開くものだ
承太郎	自分のことというのは自分ではなかなか見えにくい・・・・・・・・
承太郎	ところでおまえ相撲好きか？とくに土俵際のかけひきを！・・・・・・・・
承太郎	やれやれ　それだけしゃべくってる暇があるんなら逃げろよな　このガキが！
承太郎	なあ答えてくれ子供の頃『刑事コロンボ』が好きだったせいかこまかいことが気になると夜もねむれねえ
承太郎	切り刻んでやるぜ　いや切り刻むんじゃねえ　すりけずってやるぜダイコンおろすよーになあ─────っ！！
承太郎	いや・・・・・・楽しみの笑いさ　これですごーく楽しみが倍増したってワクワクした笑いさテメーへのお仕置きターイムがやってくる楽しみがな
承太郎	オラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラオラ
承太郎	生涯に３度も飛行機で落ちた男といっしょにセスナなんかあまり乗りたかねーな
承太郎	てめーの敗因は・・・ たったひとつだぜ・・・・・・ＤＩＯ・・・たったひとつの単純な答えだ・・・・・・・・『てめーはおれを怒らせた』
仗助	おれのこの頭のことなんつった！
仗助	スゲーッ爽やかな気分だぜ新しいパンツをはいたばかりの正月元旦の朝のよーによォ～～～～～～～～～～ッ
仗助	おれの頭にケチつけてムカつかせたヤツぁ何モンだろう─────とゆるさねえ！
仗助	どららあああ～～～～～っ
仗助	おい・・・バッくれてんじゃあないっスよッ！もしもぉ～～～～し！
仗助	「切り抜ける」ってのはちょいとちがいますね・・・・・・「ブチ壊し抜ける」・・・・・・！
仗助	永遠に供養しろ！アンジェロおれのじいちゃんもふくめててめえが殺した人間のな！
仗助	おれがこの町とおふくろを守りますよこの人の代わりに・・・・・・どんなことが起ころうと・・・
仗助	グレートでスよ　こいつはぁ～～～～～っ
仗助	そしてなにより死んだ人間はどうしようもない
仗助	見かけによらずけっこう勇気あるやつなんだよな～
仗助	社会人が高校生にタカりかけてんスか？働いてカセいでくださいよ
仗助	深い理由なんかねえよ「なにも死ぬこたあねー」
仗助	「殺す」スタンド使いよりよ────「治す」スタンド使いを探すっつーんなら手伝ってもいいぜ
仗助	グレートにヘビーだな
仗助	自分では直接手をくださず他人を利用してやるっつーかよォ────政治の黒幕的っつ──かよォ───
仗助	「臆病」イコール「用心深い」・・・そーいうやつが襲ってくる時はよ～～～～完全に「勝つ」と確信した時だろーなー
仗助	素直にうちとけろっつーほーが無理だぜ～～～～人間関係「無理なもんは無理」ってやつだよなぁ～～～～
仗助	今はそのまんま行かせちまえばよかったかなって思っていますよ～～～～～～～～
仗助	康一かもしれないという可能性が１％でもあるのなら・・・！助けねえわけにはいかねえだろう
仗助	死んだ人に言うのも何だけどよ──元気でな
仗助	ドララララララララララララララララララララララララララ
仗助	おめーが『宇宙人』だろーがヒマジンだろーがどーでもいいや・・・今よピカァ───っとヒラめいちまったんだ！
岸辺露伴	あ・・・あいつをひき込めば・・・あいつを差し出せば・・・ほ・・・・・・ほんとに・・・ぼくの「命」・・・は・・・助けてくれるのか？だが断る
岸辺露伴	『おもしろいマンガ』というものはどうすれば描けるか知ってるかね？『リアリティ』だよ！『リアリティ』こそが作品に生命を吹き込むエネルギーであり 『リアリティ』こそがエンターテイメントなのさ
岸辺露伴	『マンガ』とは想像や空想で描かれていると思われがちだが実は違う！自分の見た事や体験した事感動した事を描いてこそおもしろくなるんだ！
岸辺露伴	もっとも『むずかしい事』は！いいかい！もっとも『むずかしい事』は！『自分を乗り越える事』さ！ぼくは自分の『運』をこれから乗り越える！！
岸辺露伴	たとえ平凡でも人の人生を見るのはおもしろい・・・・・・・・・・
岸辺露伴	この岸辺露伴が金やちやほやされるためにマンガを描いてると思っていたのかァ───────ッ！！
岸辺露伴	ぼくは『読んでもらうため』にマンガを描いている！『読んでもらうため』ただそれだけのためだ単純なただひとつの理由 だがそれ以外はどうでもいいのだ！
岸辺露伴	「なんか君とは気が合う感じがする」・・・・・・・・そう思わないかい？
岸辺露伴	「この世」への未練は断ち切って「あの世」へ言っちまった方がいいってのが 正しい幽霊のあり方だとぼくは思うぜ！
岸辺露伴	アメリカ人はセンスがダサイからな ぼくの作品は理解できないんでしょうね・・・
岸辺露伴	ぼくはそういう『まるで劇画』っていうような根性を持ってるヤツにグッとくるんだ
岸辺露伴	この岸辺露伴が最も好きな事のひとつは 自分で強いと思ってるやつに 「ＮＯ(ノー)」と断ってやる事だ・・・
岸辺露伴	どんな『スタンド』か　へへ・・・・・・ぼくの背中・・・・・・フヘヘ見たいのかい？フフフ・・・・・・いいよ・・・・・・・・フッ　見せて・・・・・・・・あげるよ
岸辺露伴	ああ！わかったよ！最後だから本心を言ってやるッ！さびしいよ！ぼくだって行ってほしくないさ！
ジョルノ	このジョルノ・ジョバァーナには『夢』がある！
ジョルノ	「覚悟」とは・・・・・・・・・・犠牲の心ではないッ！「覚悟」とは！！暗闇の荒野に！！進むべき道を切り開く事だッ！
ジョルノ	無駄無駄無駄無駄無駄無駄無駄無駄無駄無駄無駄無駄無駄無駄無駄無駄
ジョルノ	人というのは成功や勝利よりも「失敗」から学ぶ事が多い・・・・・・・・・・
ジョルノ	切り放した「手」はすでにちがう「生き物」となっているおまえの腕の中に「侵入し」「食い進む」生き物にな・・・！！ご存知「ピラニア」にだ・・・
ジョルノ	暗闇に道を開くのは「覚悟」のある者だけだ・・・おもしろくなってきた・・・・・・最悪で犠牲は必要だが・・・このぼくとミスタの「責任」は！「覚悟」が道を切り開く！！
ジョルノ	ミスタ・・・あなたの「覚悟」は・・・この登りゆく朝日よりも明るい輝きで『道』を照らしている
ジョルノ	もういないんだ！どうやってももうだめなんだ・・・・・・間に合わなかった・・・・・・・・ぼくが体の中に入れてしまうぐらいッ！お互いの体を行き来できるくらいすでにッ！！「空洞」なんだ・・・
ジョルノ	生き残るのは・・・・・・・・・・この世の「真実」だけだ・・・・・・真実から出た『誠の行動』は・・・・・・・・・・決して滅びはしない・・・・・・・・
ジョルノ	ヤツはもうどこへも向かうことはない特にヤツが「真実」に到達することは決して・・・・・・「死ぬ」という真実にさえ到達することは決して・・・『無限に』
ジョルノ	これは・・・・・・・・『空洞』・・・・・・『空洞だ』・・・・・・貫かれた傷は完璧に・・・・・・ぼくの『ゴールド・Ｅ(エクスペリエンス)』が治しただがすでにいないんだどこにも「空っぽ」なんだ『魂』は！逝ってしまった・・・・・・
ジョルノ	子供に麻薬を流すようなギャングを消し去るには自らギャングにならなくちゃあいけないって事さ
ジョルノ	この「重く」なる能力　解除なんかとんでもない！！！これがいいんだよ！君がやってくれたこの能力が「いい」んじゃあないかッ！
ジョルノ	向かうべき道が「２つ」あるって言ってたが・・・・・・おまえにはそんな「多い」選択はありえないな
ジョルノ	もうおしまいなんです・・・・・・・・・・君はぼくを引きずり込んだ時にすでに手遅れになっているんです
ジョルノ	追いつめられた根性ではないッ！「覚悟」だッ！「覚悟」が必要なんだッ！
ジョルノ	『侮辱する』という行為に対しては殺人も許されるだって？おまえはあの無関係のじいさんの『命を侮辱した』
ジョルノ	「難問」であればあるほどそれは誰にも近寄れない『孤高のパワー』と解釈できる
ジョルノ	去ってしまった者たちから受け継いだものはさらに『先』に進めなくてはならない！！
ジョルノ	麻薬をやりたいヤツがやるのは勝手だだがしかし！この街には子供に麻薬を売るヤツがいて　そんなヤツは許さない・・・・・・・・・・
ジョルノ	おまえの行動が真実から出たものなのか・・・・・・・・・・それともうわっ面だけの邪悪から出たものなのか？それはこれからわかる あんたははたして滅びずにいられるのかな？ボス・・・・・・
ジョルノ	終わりのないのが『終わり』
ジョルノ	このジョルノ・ジョバァーナには正しいと信じる夢がある
ナランチャ	ブチャラティィィィィィィィィィ
ナランチャ	オレに「来るな」と命令しないでくれ──────ッ！トリッシュはオレなんだッ！オレだ！
ナランチャ	トリッシュの腕のキズはオレのキズだ！！
ナランチャ	『買い物して来い』ってハァーハァー命令・・・・・・・・・・『未』完了・・・・・・・・
ナランチャ	ためしによォ──────このでかいのをメチャクチャ撃ってみる価値はあるなぁあ─────っ！！
